序号,公告标题,发布日期,跳转链接 
['7'],['广州市白云区人民政府石井街道办事处道路保洁采购项目(CZ2020-0179)'],['2020-02-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/672877.jhtml']
['8'],['广州市增城区教育局2020年公办学校校车接送服务采购项目(CZ2020-0082)'],['2020-02-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/672862.jhtml']
['9'],['广州市南沙区全区信息化项目咨询设计服务采购项目(CZ2020-0072)'],['2020-02-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/672844.jhtml']
['10'],['广州市公安局黄埔区分局黄埔区城中村（社区）智能视频系统建设项目监理服务采购项目(CZ2019-2137)'],['2020-02-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/672842.jhtml']
['1'],['中新广州知识城合作项目服务管理中心知识城南安置区（凤湖花园）物业管理服务采购项目(CZ2020-0133)'],['2020-02-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/672837.jhtml']
['2'],['广州少年儿童图书馆2020年国内版中文图书采购项目(CZ2020-0050)'],['2020-02-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/672808.jhtml']
['3'],['广州市从化区卫生健康局银龄安康行动采购项目(CD2020-0017)'],['2020-02-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/672802.jhtml']
['4'],['广州市商务局2020年度因公出国（境）组团服务商采购项目(CZ2020-0032)'],['2020-02-24'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/672798.jhtml']
['5'],['广州市政务服务数据管理局广州市“数字政府”建设总体规划咨询服务采购项目(CZ2020-0113)'],['2020-02-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/672288.jhtml']
['6'],['广州市公安局2019年广州市公安局社会治安数据汇聚接入平台建设项目(CZ2019-2254)'],['2020-02-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/672285.jhtml']
['7'],['广州市白云区金沙街市政管理所采购道路环卫作业服务项目(CZ2020-0083)'],['2020-02-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/672255.jhtml']
['8'],['广州市中心六区城市道路临时泊位标线及相关设备保洁服务采购项目(CC2020-0012)'],['2020-02-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/672251.jhtml']
['9'],['广州市南沙区大岗镇潭洲中心幼儿园第一分园（新二园区）信息化建设采购项目(CC2020-0004)'],['2020-02-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/672213.jhtml']
['10'],['广州市黄埔区新闻中心报刊投派服务采购项目(CZ2020-0161)'],['2020-02-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/672209.jhtml']
['1'],['广州市土地开发中心广州油墨厂地块场地环境污染治理与修复采购项目(CZ2020-0003)'],['2020-02-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/672194.jhtml']
['2'],['广州市花都区人民检察院重大监督事项案件化办理系统采购项目(CZ2019-2262)'],['2020-02-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/671918.jhtml']
['3'],['广州市番禺区司法局专职人民调解员服务采购项目(CC2020-0014)'],['2020-02-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/671914.jhtml']
['4'],['广州市妇女儿童医疗中心办公日用品采购项目(CZ2020-0078)'],['2020-02-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/671909.jhtml']
['5'],['广州开发区经济和信息化局、广州市黄埔区工业和信息化局有呼必应云化数据可视化分析服务采购项目(CZ2019-2307)'],['2020-02-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/671903.jhtml']
['6'],['广州市增城区派潭镇人民政府派潭镇镇圩周边及高滩片区农村保洁项目（两年）采购项目(CZ2020-0074)'],['2020-02-19'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/671707.jhtml']
['7'],['广州市土地利用发展中心2020年征收土地出让金专项法律服务采购项目(CZ2020-0055)'],['2020-02-19'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/671661.jhtml']
['8'],['广州市白云区人和镇人民政府人和镇公厕保洁服务采购项目(CZ2020-0147)'],['2020-02-18'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/671454.jhtml']
['9'],['广州市城建档案BIM资源管理、服务一体化平台建设项目(CZ2020-0091)'],['2020-02-18'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/671388.jhtml']
['10'],['广州铁路职业技术学院商务英语综合技能训练资源包采购项目(CZ2019-2112)'],['2020-02-17'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/671140.jhtml']
['1'],['广州市番禺区市桥街西片联合执法队购买2020年度安保服务采购项目(CZ2020-0110)'],['2020-02-17'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/671127.jhtml']
['2'],['广州市花都体育场馆管理中心安保服务采购项目(CZ2020-0136)'],['2020-02-14'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/670566.jhtml']
['3'],['广州市黄埔区、广州开发区2020-2021年区域网格化基准楼面地价评估采购项目(CZ2020-0144)'],['2020-02-14'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/670541.jhtml']
['4'],['广州市花都区人民法院2020—2021年度饭堂食材配送采购项目(CZ2020-0028)'],['2020-02-13'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/670328.jhtml']
['5'],['广州市南沙区人民法院诉讼服务便民智能导航系统采购项目(CC2020-0009)'],['2020-02-13'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/670290.jhtml']
['6'],['广州市南沙区人民法院当事人安全保障平台采购项目(CC2020-0008)'],['2020-02-13'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/670289.jhtml']
['7'],['广州市城市规划自动化中心国土空间规划编制前期资料收集与处理分析采购项目(CZ2020-0042)'],['2020-02-13'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/670188.jhtml']
['8'],['广州市黄埔区图书馆线上分馆、黄埔区文化馆线上分馆管理服务采购项目(CC2020-0005)'],['2020-02-13'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/670184.jhtml']
['9'],['广州市白云山明珠楼景区管理中心景区卫生保洁经费采购项目(CC2020-0002)'],['2020-02-12'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/670084.jhtml']
['10'],['广州市南沙区万顷沙镇教育文化体育中心校车租赁服务采购项目(CZ2020-0118)'],['2020-02-12'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/670041.jhtml']
['1'],['广州市土地开发中心广州铝材厂地块场地环境调查与风险评估服务采购项目(CZ2019-2176)'],['2020-02-12'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/670040.jhtml']
['2'],['广州市土地开发中心华侨糖厂更新改造及控制性详细规划修改采购项目(CZ2019-1570)'],['2020-02-11'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/669709.jhtml']
['3'],['中共广州市委网络安全和信息化委员会办公室2019年网信广州公众平台建设采购项目(CZ2020-0101)'],['2020-02-11'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/669692.jhtml']
['4'],['广州市花都区人民医院诊间审核及病种分值结算辅助系统采购项目(CZ2020-0006)'],['2020-02-11'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/669683.jhtml']
['5'],['广州市公安局南沙区分局南沙自贸区微警认证服务能力提升采购项目(CZ2020-0068)'],['2020-02-10'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/669362.jhtml']
['6'],['广州市公安局黄埔区分局车辆保险服务采购项目(CZ2019-2281)'],['2020-02-10'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/669358.jhtml']
['7'],['广州市花都区人民医院打印机耗材及运维服务采购项目(CZ2019-2323)'],['2020-02-07'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/668846.jhtml']
['8'],['广州市黄埔区司法局村（社区）法律顾问服务采购项目(CZ2020-0129)'],['2020-02-06'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/668620.jhtml']
['9'],['广州市公安局广州市智能交通管理系统配套信息化项目（2019年度）—交警支队视频会议系统建设项目(CZ2019-2036)'],['2020-02-06'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/668604.jhtml']
['10'],['广州市增城区石滩镇元美村旧村全面改造项目(CZ2019-2263)'],['2020-02-06'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/668603.jhtml']
['1'],['广州市妇女儿童医疗中心后勤综合管理平台采购项目(CZ2019-2316)'],['2020-02-05'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/668441.jhtml']
['2'],['广州市越秀区环卫机械化作业中心车辆保险服务采购项目(CZ2020-0096)'],['2020-02-05'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/668401.jhtml']
['3'],['广州市南沙区第一人民医院新垦院区门诊信息化建设采购项目(CD2020-0014)'],['2020-02-04'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/668177.jhtml']
['4'],['广州市增城区新塘镇塘美村第二至第十一经济合作社旧村全面改造项目(CZ2020-0018)'],['2020-02-04'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/668168.jhtml']
['5'],['中国共产主义青年团广州市南沙区委员会“南沙自贸区对口帮扶地区特色产品线上展销平台-‘港澳黔掌柜’采购项目” (CZ2020-0060)'],['2020-02-04'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/668166.jhtml']
['6'],['广州市南沙区第二幼儿园保育员服务采购项目(CZ2020-0071)'],['2020-02-03'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/667916.jhtml']
['7'],['华南师范大学附属南沙幼儿园保育员及晚托服务采购项目(CC2020-0006)'],['2020-02-03'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/667912.jhtml']
['8'],['广州医科大学附属第三医院荔湾医院空调系统维护服务采购项目(CZ2019-2121)'],['2020-02-03'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/667839.jhtml']
['9'],['广州市增城区民政局2019-2020年社工服务站评估项目(CZ2019-2266)'],['2020-01-23'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/665931.jhtml']
['10'],['广州南沙经济技术开发区规划和自然资源局南沙区不动产登记智能化受理系统采购项目(CZ2020-0107)'],['2020-01-23'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/665925.jhtml']
['1'],['广州市南沙区不动产登记、交易“一体化”政务服务大厅场所信息化采购项目(CZ2020-0106)'],['2020-01-23'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/665924.jhtml']
['2'],['广州市花都区人民医院HIS升级改造二期采购项目(CZ2020-0033)'],['2020-01-23'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/665921.jhtml']
['3'],['广州市花都区人民医院营养管理系统采购项目(CZ2020-0051)'],['2020-01-23'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/665914.jhtml']
['4'],['广州航海学院建设工程质量纠纷索赔案律师服务采购项目(CZ2019-2190)'],['2020-01-23'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/665906.jhtml']
['5'],['广州市天河区市容环卫汽车队环卫业务用车车辆加油服务（2020年）采购项目(CZ2020-0108)'],['2020-01-23'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/665892.jhtml']
['6'],['广州市天河区商务和金融工作局金融风险监测防控服务采购项目(CD2020-0008)'],['2020-01-23'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/665870.jhtml']
['7'],['广州市番禺区何贤纪念医院信息系统二次开发服务采购项目(CZ2020-0020)'],['2020-01-23'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/665833.jhtml']
['8'],['广州市规划和自然资源局2020年信息化建设项目--子项目1广州市国土规划一体化平台升级改造项目(CZ2020-0024)'],['2020-01-23'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/665742.jhtml']
['9'],['广州市增城区增江河、东江河部分流域水上垃圾清洁保洁项目(CZ2020-0038)'],['2020-01-22'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/665587.jhtml']
['10'],[' 广州市荔湾区城市管理和综合执法局河涌保洁服务采购项目(CZ2020-0097)'],['2020-01-22'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/665562.jhtml']
['1'],['广州市规划和自然资源局2020年信息化建设项目-子项目5建设工程CIM审查软件开发及技术审查管理平台采购项目(CZ2020-0036)'],['2020-01-22'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/665556.jhtml']
['2'],['广州市增城区南山丰景花园物业管理服务项目(CZ2019-2302)'],['2020-01-22'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/665539.jhtml']
['3'],['广州互联网法院2020年邮政速递服务单一来源采购项目(CD2020-0010)'],['2020-01-22'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/665489.jhtml']
['4'],['广州市南沙区第二幼儿园后勤管理服务采购项目(CZ2020-0084)'],['2020-01-22'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/665480.jhtml']
['5'],['广州市黄埔区人民政府云埔街道办事处采购硒鼓、粉盒采购项目(CZ2020-0087)'],['2020-01-22'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/665458.jhtml']
['6'],['中国人民武装警察部队广东省总队后勤部信息化系统建设采购项目(CZ2019-2146)'],['2020-01-22'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/665452.jhtml']
['7'],['广州质量监督检测研究院财务综合管理信息化平台采购项目(CZ2019-2145)'],['2020-01-22'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/665418.jhtml']
['8'],['广州市花都区胡忠医院采购电梯维修保养外包服务项目(CZ2020-0069)'],['2020-01-22'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/665339.jhtml']
['9'],['广州市番禺区职业技术学校2019年度信息化建设采购项目(CZ2019-2264)'],['2020-01-22'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/665338.jhtml']
['10'],['广州市南沙区人民政府办公室督查工作第三方评估采购项目(CZ2020-0081)'],['2020-01-22'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/665337.jhtml']
['1'],['中新广州知识城合作事务办公室中新知识城招商展示平台建设采购项目(CZ2020-0049)'],['2020-01-22'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/665333.jhtml']
['2'],['广州市海珠区人民法院2020-2021年度物业管理服务采购项目(CZ2020-0009)'],['2020-01-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/665207.jhtml']
['3'],['广州市政务服务数据管理局深化基层减负便民信息化建设项目(CZ2020-0093)'],['2020-01-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/665165.jhtml']
['4'],['广东省广州市中级人民法院2020年信息化运维项目(CZ2019-2303)'],['2020-01-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/665159.jhtml']
['5'],['荔湾区四标四实数据服务采购项目(CZ2019-2257)'],['2020-01-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/665153.jhtml']
['6'],['广州市规划和自然资源局广州市国土与规划数据整合服务项目监理服务采购项目(CZ2020-0037)'],['2020-01-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/665140.jhtml']
['7'],['广州市第一人民医院生物样本库信息管理系统采购项目(CZ2020-0080)'],['2020-01-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/665103.jhtml']
['8'],['广州市红十字会医院电梯维保值班采购项目(CC2020-0007)'],['2020-01-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/665096.jhtml']
['9'],['广州市房地产交易登记中心2020年度购买公证辅助调查法律服务采购项目(CZ2019-2309)'],['2020-01-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/665089.jhtml']
['10'],['广州市公安局广州市智能交通管理系统配套信息化项目（2019年度）—执法办案场所升级改造项目二期(CZ2019-2023)'],['2020-01-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/664811.jhtml']
['1'],['广州市公安局南沙区分局南沙区交通协管员服务采购项目(CZ2020-0048)'],['2020-01-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/664772.jhtml']
['2'],['广州港务局网络系统升级改造、信息安全升级项目(CZ2020-0039)'],['2020-01-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/664764.jhtml']
['3'],['广州市公安局黄埔区分局指挥中心升级改造项目家具采购项目(CZ2020-0031)'],['2020-01-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/664747.jhtml']
['4'],['广州市公安局交警支队2020-2021年桌面办公设备耗材采购项目(CZ2019-2007)'],['2020-01-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/664743.jhtml']
['5'],['广州市公安局花都区分局社会治安与城市管理智能化视频系统升级改造（六期）电子警察项目(CZ2019-2013)'],['2020-01-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/664733.jhtml']
['6'],['广州市花都区人民法院2020年诉讼档案扫描加工服务采购项目(CZ2019-2328)'],['2020-01-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/664729.jhtml']
['7'],['广州市公安局海珠区分局内部监控系统升级改造项目(CZ2020-0088)'],['2020-01-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/664699.jhtml']
['8'],['广州市智能交通管理系统配套信息化项目（2019年度）-第三批大队分控中心升级改造项目(CZ2019-1969)'],['2020-01-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/664696.jhtml']
['9'],['广州市南沙区文化发展中心广州市南沙区图书馆物业管理服务采购项目(CZ2019-2314)'],['2020-01-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/664672.jhtml']
['10'],['广州市公安局交警支队2020-2021年度公务车保险服务采购项目(CZ2019-2135)'],['2020-01-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/664661.jhtml']
['1'],['广州市老人院2020年度9座客车车辆租赁服务采购项目(CZ2020-0089)'],['2020-01-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/664655.jhtml']
['2'],['广州市黄埔区机关事务管理局行政服务中心保安服务采购项目(CZ2019-2272)'],['2020-01-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/664648.jhtml']
['3'],['广州市城市管理和综合执法局物业管理服务采购项目(CZ2019-2232)'],['2020-01-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/664645.jhtml']
['4'],['广州市国土与规划数据整合服务项目——“四标四实”数据处理子项(CZ2020-0035)'],['2020-01-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/664640.jhtml']
['5'],['广州市规划和自然资源局2020年信息化建设项目-子项目2广州市多规合一管理平台扩建改造(CZ2020-0008)'],['2020-01-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/664633.jhtml']
['6'],['广州文化公园（荔湾区公园管理中心）2020-2021年度保安服务采购项目(CZ2020-0011)'],['2020-01-19'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/664332.jhtml']
['7'],['广州能源检测研究院国家检验检测高技术服务业集聚区（番禺园区）物业管理服务采购项目(CZ2020-0086)'],['2020-01-19'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/664325.jhtml']
['8'],['广州市天河区农业农村局天河区农村集体资产经营合同审查法律服务采购项目(CC2020-0003)'],['2020-01-19'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/664297.jhtml']
['9'],['广州市公安局海珠区分局物业管理服务采购项目(CZ2020-0043)'],['2020-01-19'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/664245.jhtml']
['10'],['广州医科大学附属肿瘤医院医院后勤（保洁）一体化管理服务采购项目(CZ2020-0001)'],['2020-01-19'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/664237.jhtml']
