项目名称,发布时间,开标时间,跳转链接 
['广东省妇幼保健院番禺院区新建消毒供应室基础、钢结构、防雷项目成交结果公示'],['2019-09-20'],['1970-01-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d849f90bbdbd.html']
['广州科技贸易职业学院2018年教育信息化建设项目第三方测评招标公告'],['2019-09-20'],['2019-09-26'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d849522964fa.html']
['广州科技贸易职业学院2019年国庆节慰问品采购项目（重招）招标公告'],['2019-09-20'],['2019-09-26'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d8494bed4a89.html']
['广州科技贸易职业学院办公设备运维项目招标公告'],['2019-09-20'],['2019-09-26'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d84946ee26f7.html']
['广州气象卫星地面站综合业务楼雨棚安装工程询价采购公告'],['2019-09-20'],['2019-09-26'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d8493225993f.html']
['中山市中等专业学校学生校服协议供货服务项目（第二次）招标公告'],['2019-09-20'],['2019-10-25'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d8491aa2ff84.html']
['中山市2019年度小榄菊花展会亲水平台桥梁工程项目询价邀请函'],['2019-09-20'],['2019-09-29'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d848d303c7a3.html']
['国家税务局总局中山市税务局办税服务厅”双一百”设备建设项目供应商征集公告'],['2019-09-20'],['1970-01-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d848cb390d8e.html']
['2019年中山市交通流量调查服务项目招标公告'],['2019-09-20'],['2019-10-14'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d848c07ecc30.html']
['东莞海关2019年办公用品及技术配件耗材采购项目'],['2019-09-20'],['2019-10-11'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d8489c11da8e.html']
['2019年自助回单打印设备用硒鼓采购公开招标公告'],['2019-09-20'],['2019-10-15'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d84813e408a2.html']
['2019年广州市人力资源和社会保障局门户网站考核和绩效评估服务竞争性磋商公告'],['2019-09-20'],['2019-10-10'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d846f4308fa2.html']
['中山市公安局交通警察支队新型科技设备采购项目'],['2019-09-19'],['2019-10-16'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d83448fd7ace.html']
['中山市南朗镇社会事务局“长者安康工程”大米采购项目公开招标公告'],['2019-09-19'],['2019-10-12'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d834107e734f.html']
['中山市公安局小榄分局合成中心指挥中心音像指挥系统采购项目竞争性磋商公告'],['2019-09-19'],['2019-09-30'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d83409169777.html']
['华南农业大学2019TY038动科学院细胞能量代谢分析仪采购项目公开招标公告'],['2019-09-19'],['2019-10-11'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d8330e952443.html']
['中山职业技术学院2019年无损检测中心设备采购项目招标公告'],['2019-09-19'],['2019-10-10'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d82cdb419eaf.html']
['2019年糖尿病防控宣传活动采购项目竞争性磋商公告'],['2019-09-18'],['2019-09-29'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d81f99c5b424.html']
['广州凡拓数字创意科技股份有限公司信息安全加密软件采购项目竞争性谈判公告'],['2019-09-18'],['2019-09-24'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d81f85f9186a.html']
['惠州市中大惠亚医院购置2019年度第二批医疗设备采购项目公开招标公告'],['2019-09-18'],['2019-10-16'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d81f2b80f923.html']
['中山市2019年度小榄菊花展会停车场修复及整改项目Ⅱ询价邀请函'],['2019-09-18'],['2019-09-26'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d81dfc83f143.html']
['中山市陈星海医院无创呼吸机采购项目竞争性磋商公告'],['2019-09-18'],['2019-09-29'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d819ff7376dc.html']
['惠州市第三人民医院合同管理系统采购项目竞争性磋商公告'],['2019-09-17'],['2019-09-30'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d80b215955e1.html']
['关于中山市城区环保公厕改造项目的竞争性磋商公告'],['2019-09-17'],['2019-10-12'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d80ac8a40f3c.html']
['广东省广告行业统计分析系统维护和升级改造项目竞争性磋商公告'],['2019-09-17'],['2019-09-29'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d80a856d6368.html']
['装备正规化管理试点视频拍摄服务采购项目（重招）竞争性谈判公告'],['2019-09-17'],['2019-09-23'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d80a6632c6c8.html']
['广东省市场监督管理局（原省质监局）2019年度网络专线租用项目竞争性磋商公告'],['2019-09-17'],['2019-09-29'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d80a6092b43b.html']
['吴川市人民法院信息中心机房改造项目（重招）竞争性磋商公告'],['2019-09-17'],['2019-09-29'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d8087900b00e.html']
['信宜市职业技术学校校园线改及课室、宿舍灯光风扇等物品购置竞争性磋商公告'],['2019-09-17'],['2019-09-29'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d806173da1ce.html']
['吴川市人民法院信息中心机房改造项目 采购失败公告'],['2019-09-17'],['1970-01-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d8046f2de885.html']
['惠州市第三人民医院内训师培训服务项目（重新招标）竞争性磋商公告'],['2019-09-16'],['2019-09-29'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d7f64876ad2d.html']
['广东技术师范大学校本部供电增容设备及配套服务采购公开招标公告'],['2019-09-16'],['2019-10-09'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d7f611e7ca1d.html']
['广州番禺职业技术学院体测设备购买项目询价公告'],['2019-09-16'],['2019-09-23'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d7f58c264daa.html']
['广州番禺职业技术学院人事档案改版和整理项目询价公告'],['2019-09-16'],['2019-09-23'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d7f56f475657.html']
['广东省妇幼保健院采购医疗设备招标项目（2019-13）招标公告'],['2019-09-16'],['2019-10-09'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d7f539ac7c72.html']
['惠州市第三人民医院吞咽神经肌肉低频电刺激仪等医疗设备采购项目 竞争性磋商公告'],['2019-09-16'],['2019-09-30'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d7f3ffd6996d.html']
['定期存款银行竞争性选择项目更正公告'],['2019-09-16'],['2019-09-19'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d7f2662493ee.html']
['广州科技贸易职业学院2019年国庆节慰问品采购项目公开比选公告'],['2019-09-16'],['2019-09-19'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d7ef3c367de5.html']
['武警湛江支队士官公寓楼及附属设施改造工程施工招标公告'],['2019-09-12'],['1970-01-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d7a172a5330c.html']
['2019年信宜市大成镇乡道公路安全生命防护工程（Y348线、Y349线、Y350线、Y351线、Y356线、Y477线、Y515线)竞争性磋商公告'],['2019-09-12'],['2019-09-25'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d7a170fa8a06.html']
['2019年信宜市怀乡镇乡道公路安全生命防护工程（Y284线、Y285线、Y287线、Y288线、Y289线、Y290线、Y291线、Y292线、Y293线、Y401线、Y402线、Y412线、Y432线、Y482线、Y493线、Y509线）  竞争性磋商公告'],['2019-09-12'],['2019-09-26'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d7a16987afd8.html']
['广东烟草湛江市有限公司物流配送中心“一号工程”配套设备采购项目招标公告'],['2019-09-12'],['2019-10-10'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d7a0af88a5c4.html']
['广州工程技术职业学院国庆慰问品采购项目公开比选公告'],['2019-09-12'],['2019-09-19'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d7a096498d4b.html']
['数字东莞地理空间框架 2019年更新维护项目招标公告'],['2019-09-12'],['2019-10-08'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d7a08d669799.html']
['驾驶员培训及职业技能培训合作伙伴征集项目征集公告'],['2019-09-12'],['2019-09-25'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d7a05d6d638e.html']
['分局交通事故车辆技术检验服务竞争性谈判公告'],['2019-09-12'],['2019-09-20'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d7a046e813ab.html']
['信宜市2019年耕地质量等别年度更新评价服务采购项目竞争性磋商公告'],['2019-09-12'],['2019-09-27'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d79f6fc74d36.html']
['信宜市永久基本农田整改补划和储备区划定服务采购项目竞争性磋商公告'],['2019-09-12'],['2019-09-26'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d79f68012f37.html']
['广东省妇幼保健院采购医疗设备招标项目（2019-14）公开招标公告'],['2019-09-12'],['2019-10-08'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d79e723c32d8.html']
['惠州市中大惠亚医院购置2019年度第三批医疗设备采购项目 公开招标公告'],['2019-09-12'],['2019-10-15'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d79cdc29b0d8.html']
['中山市古镇镇市政路绿化树木支撑服务项目磋商公告'],['2019-09-12'],['2019-09-27'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d79bd61bb5c9.html']
['华洲街道居家养老综合服务平台采购项目竞争性磋商公告'],['2019-09-12'],['2019-09-23'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d79af86b1859.html']
['惠州市中大惠亚医院配电房电容器设备采购项目（重新招标）公开招标公告'],['2019-09-12'],['2019-10-08'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d79acf65f4f2.html']
['惠州市中大惠亚医院2019年购置第三批医疗设备维保服务（C臂机、包药机）项目公开招标公告'],['2019-09-11'],['2019-10-16'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d78d1c524d17.html']
['惠州市中大惠亚医院2019年购置第二批医疗设备维保服务项目公开招标公告'],['2019-09-11'],['2019-10-15'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d78d187d5526.html']
['2019年信宜市朱砂镇乡道公路安全生命防护工程（Y291、Y313、Y314、Y315、Y316、Y321、Y323、Y434、Y512）竞争性磋商公告'],['2019-09-11'],['2019-09-24'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d78c5c60aabd.html']
['2019年信宜市东镇镇乡道公路安全生命防护工程(Y273线、Y363线、Y367线、Y387线、Y389线 )竞争性磋商公告'],['2019-09-11'],['2019-09-24'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d78c548b917e.html']
['2019年信宜市洪冠镇乡道公路安全生命防护工程（Y276线、Y280线、Y281线、Y371线、Y401线、Y453线、Y473线、Y492线、Y495线、Y508线）竞争性磋商公告'],['2019-09-11'],['2019-09-25'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d78c4b0866cb.html']
['广东省妇幼保健院采购医疗设备招标项目（2019-15）公开招标公告'],['2019-09-11'],['2019-10-09'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d78c0a0c4035.html']
['横栏镇政府饭堂食材供货服务采购项目招标公告'],['2019-09-11'],['2019-10-10'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d78b4d25a56e.html']
['中山火炬开发区海傍新村三线整治通信线路管道工程竞争性磋商采购公告'],['2019-09-11'],['2019-09-23'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d78b1533c263.html']
['广州市从化区文化广电旅游体育局 2019中国山地马拉松系列赛-广州从化山地马拉松赛（国际赛）—后勤保障服务项目招标公告'],['2019-09-11'],['2019-10-09'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d789f804f46b.html']
['广东职业技术学院高明校区图文信息大楼勘察设计造价招标公告'],['2019-09-10'],['1970-01-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d77969e3447b.html']
['广州市城市规划勘测设计研究院供应商供货、服务资格采购项目公开招标公告'],['2019-09-10'],['2019-10-08'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d778fe189780.html']
['广东省高级技工学校技能型特色创业孵化基地建设项目公开招标公告'],['2019-09-10'],['2019-10-09'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d776bd992c30.html']
['信宜市钱排县域副中心街区及公共场所照明亮化项目竞争性磋商公告'],['2019-09-10'],['2019-09-23'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d776b54c4bc8.html']
['东南部卫生填埋场（一期）项目日常环境监测项目(重新采购II)询价公告'],['2019-09-10'],['2019-09-18'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d776420f3347.html']
['中山市2019年度小榄菊花园水电配套工程项目询价邀请函'],['2019-09-10'],['2019-09-20'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d775e6b6a951.html']
['广东省未成年犯管教所课程采购项目（重招）竞争性磋商公告'],['2019-09-10'],['2019-09-23'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d7754687fe57.html']
['广东省广州监狱七监区罪犯伙房软装项目（重招）竞争性谈判公告'],['2019-09-10'],['2019-09-17'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d7752e68278f.html']
['中山市小榄人民医院消防系统检测服务采购项目竞争性谈判采购公告'],['2019-09-10'],['2019-09-24'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d771cc155afb.html']
['2019年广东省医疗器械质量监督检验所包装材料容器检验中心检验仪器设备采购项目包组二公开招标公告'],['2019-09-09'],['2019-09-30'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d762c8c287c0.html']
['广东省环境保护职业技术学校化学微生物实验室实验仪器项目公开招标公告'],['2019-09-09'],['2019-09-30'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d76279e2a650.html']
['广东省农村信用社联合社官洲生命科学创新中心装修工程施工图审查服务项目（重招）单一来源公告'],['2019-09-09'],['2019-09-18'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d761727242be.html']
['高州农商银行购买资产管理系统项目招标公告'],['2019-09-09'],['2019-09-30'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d75b0df404c9.html']
['高明区互联网+教育惠民建设项目监理服务采购项目竞争性磋商公告'],['2019-09-09'],['2019-09-24'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d75b0bb192ba.html']
['中山市2019年度小榄菊花展会停车场修复及整改项目询价邀请函'],['2019-09-06'],['2019-09-17'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d722c9a53012.html']
['定期存款银行竞争性选择公告'],['2019-09-06'],['2019-09-17'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d72243b53dd8.html']
['广州高新技术产业开发区民营科技园管理委员会 民科园“一核四园”扩园提质策划招标公告'],['2019-09-06'],['2019-09-27'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d71d7e05470d.html']
['2019年鼠疫及鼠传疾病相关监测试剂耗材采购项目询价采购公告'],['2019-09-06'],['2019-09-16'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d71d257db99c.html']
['广东嘉顺综合总厂增容1000人项目室外消防配套工程公开招标公告'],['2019-09-06'],['2019-09-27'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d71d1e97a94d.html']
['灯湖社区党群服务中心党建文化综合布展项目公开招标公告'],['2019-09-06'],['2019-09-30'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5d71c06caa6c5.html']
