公告标题,序号,发布日期,跳转链接 
['广东省妇幼保健院采购医疗设备招标项目（2018-01）'],[招标编号0877-18GZTP04D043,(2018-03-30),['http://www.gztpc.com//tender/show?id=2c929367600a95fc016276031f5e01d1']
['南沙珠啤平面仓库纳入立体仓库仓储管理系统WMS管理及包材成品部分出入库口改造招标公告'],[招标编号0877-18GZTP04A079,(2018-03-30),['http://www.gztpc.com//tender/show?id=2c929367600a95fc01627596678401d0']
['广州市白云区人民政府同德街道办事处家庭综合服务采购项目'],[招标编号0877-18GZTP01D022,(2018-03-26),['http://www.gztpc.com//tender/show?id=2c929367600a95fc016264fc82c101cd']
['南方医科大学皮肤病医院电子病历升级及配套移动工作平台建设项目'],[招标编号0877-18GZTP04D063,(2018-03-26),['http://www.gztpc.com//tender/show?id=2c929367600a95fc016261a9b15001cb']
['广东省职业技能鉴定指导中心考场考务（扩充）服务项目'],[招标编号0877-18GZTP01C051,(2018-03-26),['http://www.gztpc.com//tender/show?id=2c929367600a95fc016261214c4d01ca']
['陆河县新河工业园（第四期）地形测绘项目竞争性磋商'],[招标编号0877-18GZTP01B067,(2018-03-21),['http://www.gztpc.com//tender/show?id=2c929367600a95fc016247a39f0b01c7']
['陆河县“中国温泉之乡”资料编制及申报服务竞争性磋商'],[招标编号0877-18GZTP01B068,(2018-03-21),['http://www.gztpc.com//tender/show?id=2c929367600a95fc016247a250f901c6']
['广州市残疾人体育运动中心选择体育服装与体育器材采购资格供应商'],[招标编号0877-18GZTP04C064,(2018-03-21),['http://www.gztpc.com//tender/show?id=2c929367600a95fc0162478d50a201c5']
['中山市三角医院医疗设备维护保养采购项目招标公告'],[招标编号0877-18GZTP04ZS017,(2018-03-21),['http://www.gztpc.com//tender/show?id=2c929367600a95fc01624608cbb901c3']
['广州市射击射箭运动管理中心绿化养护服务'],[招标编号0877-18GZTP04C066,(2018-03-20),['http://www.gztpc.com//tender/show?id=2c929367600a95fc016242bafcfd01c2']
['广州市商贸职业学校学生实习、就业跟踪调查评估项目服务采购项目'],[招标编号0877-18GZTP04C057,(2018-03-20),['http://www.gztpc.com//tender/show?id=2c929367600a95fc0162429ccfed01c0']
['中山火炬高技术产业开发区水利所2018年三防物资采购招标公告'],[招标编号0877-18GZTP04ZS033,(2018-03-20),['http://www.gztpc.com//tender/show?id=2c929367600a95fc0162424ebcfd01bd']
['南方医科大学皮肤病医院自动扶梯采购项目'],[招标编号0877-18GZTP04D034,(2018-03-16),['http://www.gztpc.com//tender/show?id=2c929367600a95fc01622e51611601b9']
['广州市射击射箭运动管理中心2018年饭堂食材供应项目'],[招标编号0877-18GZTP01C050,(2018-03-16),['http://www.gztpc.com//tender/show?id=2c929367600a95fc01622d2b458301b7']
['广州市法人和其他组织统一社会信用代码信息校核服务外包项目'],[招标编号0877-18GZTP01C044,(2018-03-16),['http://www.gztpc.com//tender/show?id=2c929367600a95fc01622cd52fa401b6']
['广东嘉顺综合总厂生产车间拆装窗帘项目'],[招标编号0877-18GZTP04C049,(2018-03-15),['http://www.gztpc.com//tender/show?id=2c929367600a95fc016228e9856e01b3']
['阳江市公安局350兆数字集群通信系统终端设备项目招标公告'],[招标编号0877-18GZTP01B030 ,(2018-03-15),['http://www.gztpc.com//tender/show?id=2c929367600a95fc016227481f1a01b2']
['广州市白云区人民政府同德街道办事处家庭综合服务采购项目'],[招标编号0877-18GZTP01D022,(2018-03-14),['http://www.gztpc.com//tender/show?id=2c929367600a95fc0162239cf62701b1']
['广东省祥达企业公司厂房视频监控全覆盖建设项目'],[招标编号0877-17GZTP04D724,(2018-03-14),['http://www.gztpc.com//tender/show?id=2c929367600a95fc0162237d5f2b01af']
['阳江市公安局阳东分局交通违法车辆拖车及保管项目单一来源采购公告'],[招标编号0877-18GZTP01B035,(2018-03-13),['http://www.gztpc.com//tender/show?id=2c929367600a95fc01621d30963201a7']
['广州市海珠区人民政府江海街道办事处环卫保洁设备及保洁物料采购项目'],[招标编号0877-17GZTP01D694,(2018-03-09),['http://www.gztpc.com//tender/show?id=2c929367600a95fc016209e6133301a6']
['阳春市婚姻登记处2018年度婚姻家庭辅导室社工服务招标公告'],[招标编号0877-18GZTP04B005,(2018-03-09),['http://www.gztpc.com//tender/show?id=2c929367600a95fc0162087d87bd01a5']
['广州市标准化研究院职工饭堂食材配送项目'],[招标编号0877-18GZTP01C032,(2018-03-08),['http://www.gztpc.com//tender/show?id=2c929367600a95fc016203c21ea801a4']
['2018年养殖险防灾减灾用品购置项目(重招）'],[招标编号0877-18GZTP04C009-1,(2018-03-07),['http://www.gztpc.com//tender/show?id=2c929367600a95fc0161ff0a000201a3']
['南石头街辖内无主建筑废料、余泥渣土、大件杂物清运和路面冲洗服务项目（重招）'],[招标编号0877-17GZTP01D677-2,(2018-03-05),['http://www.gztpc.com//tender/show?id=2c929367600a95fc0161f55cd02101a1']
['市竞技体育器材购置经费项目'],[招标编号0877-18GZTP01C013	,(2018-02-28),['http://www.gztpc.com//tender/show?id=2c929367600a95fc0161da8ec22a0197']
['广东广播电视台4K超高清电视播出系统信息安全等级保护建设'],[招标编号DBB201711G020B6,(2018-02-26),['http://www.gztpc.com//tender/show?id=2c929367600a95fc0161d12af4700192']
['陆河县党政机关会议定点场所采购项目单一来源公示'],[招标编号0877-18GZTP01B026,(2018-02-13),['http://www.gztpc.com//tender/show?id=2c929367600a95fc01618d4c418b0184']
['南石头街辖内无主建筑废料、余泥渣土、大件杂物清运和路面冲洗服务项目（重招）'],[招标编号0877-17GZTP01D677-1,(2018-02-12),['http://www.gztpc.com//tender/show?id=2c929367600a95fc01618934f1d4017e']
['广州市越秀区人民政府农林街道办事处家庭综合服务采购项目'],[招标编号0877-18GZTP01D010,(2018-02-05),['http://www.gztpc.com//tender/show?id=2c929367600a95fc0161656aa44a0163']
['陈家林填埋场东南挖潜区日常运营项目'],[招标编号0877-18GZTP01C020,(2018-02-05),['http://www.gztpc.com//tender/show?id=2c929367600a95fc0161654d5f930161']
['广州市青年文化宫消防系统维修保养服务'],[招标编号0877-18GZTP04C023,(2018-02-02),['http://www.gztpc.com//tender/show?id=2c929367600a95fc016154d376ee0158']
['新华街道办事处环卫保洁项目—横潭村、田美村（片区一）和莲塘村（片区二）环卫保洁服务采购项目'],[招标编号0877-17GZTP01D061,(2018-02-01),['http://www.gztpc.com//tender/show?id=2c929367600a95fc0161504351b50157']
['阳江珠江啤酒分装有限公司验瓶机采购安装项目'],[招标编号0877-18GZTP04A015,(2018-02-01),['http://www.gztpc.com//tender/show?id=2c929367600a95fc016150049d560156']
['阳春市司法局业务用房视频监控系统设备项目公开招标公告'],[招标编号0877-18GZTP01B011,(2018-01-31),['http://www.gztpc.com//tender/show?id=2c929367600a95fc01614b723dc50153']
['广东省妇幼保健院采购医疗设备招标项目（2017-19）'],[招标编号0877-17GZTP04D733,(2018-01-30),['http://www.gztpc.com//tender/show?id=2c929367600a95fc016146557ae10150']
['广州海角红楼游泳场市竞技体育器材购置'],[招标编号0877-18GZTP04C019,(2018-01-30),['http://www.gztpc.com//tender/show?id=2c929367600a95fc0161461cb5dc014e']
['阳江市阳东区2018年度水环境质量监测项目采购招标公告'],[招标编号0877-18GZTP04B016,(2018-01-29),['http://www.gztpc.com//tender/show?id=2c929367600a95fc016140e423c0014c']
['广州市市政职业学校2018年信息化相关项目咨询监理服务采购项目'],[招标编号0877-18GZTP04C014,(2018-01-26),['http://www.gztpc.com//tender/show?id=2c929367600a95fc01613094f0df014b']
['广东省戒毒管理局远程帮教系统配套设备采购项目（第二次重招）'],[招标编号0877-17GZTP01C705-2,(2018-01-24),['http://www.gztpc.com//tender/show?id=2c929367600a95fc0161275ed24b0143']
['广东省地质灾害应急抢险技术中心应急能力建设项目'],[招标编号0877-18GZTP04D012,(2018-01-24),['http://www.gztpc.com//tender/show?id=2c929367600a95fc0161260280600142']
['阳江市阳西县农村地籍调查项目监理子项目招标公告'],[招标编号0877-18GZTP04B006,(2018-01-23),['http://www.gztpc.com//tender/show?id=2c929367600a95fc0161221266fb0141']
['天河区区属公办中小学心理医生服务项目'],[招标编号0877-17GZTP01C576,(2018-01-23),['http://www.gztpc.com//tender/show?id=2c929367600a95fc0161210e54350140']
['广东省公安边防总队船艇修理厂食堂改造工程、给水管改造工程采购项目'],[招标编号0877-17GZTP04D716,(2018-01-19),['http://www.gztpc.com//tender/show?id=2c929367600a95fc01611c4896c1013c']
['便携式制作系统采购项目'],[招标编号0877-17GZTP01A646,(2018-01-19),['http://www.gztpc.com//tender/show?id=2c929367600a95fc01610d4772c20139']
['4G直播传输设备采购项目'],[招标编号0877-17GZTP01A647,(2018-01-19),['http://www.gztpc.com//tender/show?id=2c929367600a95fc01610d3f7cce0138']
['2018年养殖险防灾减灾用品购置项目'],[招标编号0877-18GZTP04C009,(2018-01-18),['http://www.gztpc.com//tender/show?id=2c929367600a95fc016107eb074a0133']
['广州南沙珠江啤酒有限公司全自动卡纸包装机采购项目'],[招标编号0877-18GZTP04A008,(2018-01-17),['http://www.gztpc.com//tender/show?id=2c929367600a95fc016102d2a3da012a']
['广州南沙珠江啤酒有限公司全自动智能输送分配系统采购项目'],[招标编号0877-18GZTP04A007,(2018-01-17),['http://www.gztpc.com//tender/show?id=2c929367600a95fc016102c9639c0129']
['广东广播电视台4K超高清ENG采集设备采购项目（重招）招标公告'],[招标编号DZB201711G005-1,(2018-01-17),['http://www.gztpc.com//tender/show?id=2c929367600a95fc0161023790710128']
['广东顺德南方医大科技园有限公司Advanced LYSO高阶快时间晶体阵列采购项目'],[招标编号0877-17GZTP04D741,(2018-01-16),['http://www.gztpc.com//tender/show?id=2c929367600a95fc0160fca17ec60126']
['阳西县城区公共外环境病媒生物防制项目第一期招标公告'],[招标编号0877-17GZTP01B697,(2018-01-15),['http://www.gztpc.com//tender/show?id=2c929367600a95fc0160f8d26c090124']
['阳东区预算执行系统升级项目单一来源采购公告'],[招标编号0877-18GZTP01B001,(2018-01-15),['http://www.gztpc.com//tender/show?id=2c929367600a95fc0160f74c9e82011f']
['阳江市公安局阳东分局固定测速技术采购项目竞争性谈判公告'],[招标编号0877-18GZTP01B004,(2018-01-12),['http://www.gztpc.com//tender/show?id=2c929367600a95fc0160e86e6b670118']
['广东省妇幼保健院采购医疗设备招标项目（2017-20）'],[招标编号0877-17GZTP04D742,(2018-01-10),['http://www.gztpc.com//tender/show?id=2c929367600a95fc0160defc87800116']
['广州市白云区食品药品监督管理局2018年承检单位服务采购项目（重招）'],[招标编号0877-17GZTP01A695-1,(2018-01-10),['http://www.gztpc.com//tender/show?id=2c929367600a95fc0160ddeb3a130113']
['广东省妇幼保健院采购医疗设备招标项目（2017-18）'],[招标编号0877-17GZTP04D731,(2018-01-08),['http://www.gztpc.com//tender/show?id=2c929367600a95fc0160d513d821010a']
['阳江市碧湖宾馆有限公司2018年度物业管理服务采购项目公告'],[招标编号0877-17GZTP04B722,(2018-01-08),['http://www.gztpc.com//tender/show?id=2c929367600a95fc0160d4ef0fe90109']
['南石头街辖内无主建筑废料、余泥渣土、大件杂物清运和路面冲洗服务项目'],[招标编号0877-17GZTP01D677,(2018-01-08),['http://www.gztpc.com//tender/show?id=2c929367600a95fc0160d3bcfcff0107']
['2017年阳江城区供电局10kV干式电压互感器专项招标招标公告'],[招标编号0877-17GZTP04B743,(2018-01-05),['http://www.gztpc.com//tender/show?id=2c929367600a95fc0160c59a56d300fd']
['广州南沙珠江啤酒有限公司全自动彩膜包装机采购项目招标公告'],[招标编号0877-18GZTP04A001,(2018-01-05),['http://www.gztpc.com//tender/show?id=2c929367600a95fc0160c536d89200fc']
['广州市花都区人民政府新华街道办事处路牌巷牌采购项目'],[招标编号0877-17GZTP01D736,(2018-01-04),['http://www.gztpc.com//tender/show?id=2c929367600a95fc0160c06c38eb00f5']
['广东广播电视台媒资中心节目综合管理系统建设项目招标公告'],[招标编号MZZ201711G001,(2018-01-04),['http://www.gztpc.com//tender/show?id=2c929367600a95fc0160c043692d00f3']
['业扩工程项目（重招）询价（零星类）采购公告'],[招标编号0877-17GZTP04B735-1,(2018-01-04),['http://www.gztpc.com//tender/show?id=2c929367600a95fc0160c01867d100f1']
['阳东区预算执行系统升级项目单一来源采购公示'],[招标编号0877-18GZTP01B001,(2018-01-03),['http://www.gztpc.com//tender/show?id=2c929367600a95fc0160b9e4b79800e7']
['广东省妇幼保健院保健楼空调设备采购及安装项目'],[招标编号0877-17GZTP04D650,(2018-01-02),['http://www.gztpc.com//tender/show?id=2c929367600a95fc0160b61a19a300e4']
['2017年阳江供电局充电桩用低压配电箱框架招标项目招标公告'],[招标编号0877-17GZTP04B737,(2017-12-29),['http://www.gztpc.com//tender/show?id=2c929367600a95fc0160a0c3269d00dd']
['广东省戒毒管理局远程帮教系统配套设备采购项目（重招）'],[招标编号0877-17GZTP01C705-1,(2017-12-29),['http://www.gztpc.com//tender/show?id=2c929367600a95fc0160a06384d300db']
['中山火炬职业技术学院2018-2019年五金材料供应商资格项目公开招标公告'],[招标编号0877-17GZTP01ZS413,(2017-12-28),['http://www.gztpc.com//tender/show?id=2c929367600a95fc01609c963aa200d8']
['广州市商贸职业学校2018年劳保用品资格供应商服务采购'],[招标编号0877-17GZTP04C209,(2017-12-28),['http://www.gztpc.com//tender/show?id=2c929367600a95fc01609c5f895500d6']
['广州电子口岸管理有限公司跨境公共服务平台二期招标公告'],[招标编号0877-17GZTP04A664,(2017-12-27),['http://www.gztpc.com//tender/show?id=2c929367600a95fc01609721e78100cf']
['广东水电二局北江航道工程飞来峡枢纽项目液压启闭机设备招标资格预审公告'],[招标编号0877-17GZTP04A728,(2017-12-27),['http://www.gztpc.com//tender/show?id=2c929367600a95fc01609718ffb200ce']
['广州开发区第二小学食堂承包服务项目'],[招标编号0877-17GZTP04C723,(2017-12-27),['http://www.gztpc.com//tender/show?id=2c929367600a95fc016096c6540500cd']
['广东省轻工业高级技工学校西校区食堂承包经营项目'],[招标编号0877-17GZTP04C725,(2017-12-27),['http://www.gztpc.com//tender/show?id=2c929367600a95fc016096c5383300cc']
['红山街社区日间托老中心爱心午餐配送服务采购项目（重招）'],[招标编号0877-17GZTP01D539-1,(2017-12-26),['http://www.gztpc.com//tender/show?id=2c929367600a95fc01609595461e00c9']
['业扩工程项目（零星类）采购公告'],[招标编号0877-17GZTP04B735,(2017-12-25),['http://www.gztpc.com//tender/show?id=2c929367600a95fc01608d10e14300bd']
['阳江供电局2017年12月第3批单一来源采购公示'],[招标编号0877-17GZTP04B734,(2017-12-25),['http://www.gztpc.com//tender/show?id=2c929367600a95fc01608d0edc7e00bc']
['广东省宝月经济发展总公司民警餐厅购买服务项目'],[招标编号0877-17GZTP04D706,(2017-12-25),['http://www.gztpc.com//tender/show?id=2c929367600a95fc01608ce427aa00ba']
