标号,招标项目,时间,跳转链接 
['GZQS1601HG02015'],['广东东方纵横检测有限公司三重四极杆质谱仪采购项目公开招标公告'],['[2016-07-06]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9338']
['GZQS1601HT06077Z'],['肇庆市第九小学壁挂式多媒体电教平台、黑板及安装配件采购 采购公告'],['[2016-07-05]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9332']
['GZQS1601FG06032M'],['梅州市技师学院省财政2015年技工教育发展专项资金计算机网络应用专业及一体化课程建设采购项目（采购项目编号：M1-201606-mz094001-0003）采购公告'],['[2016-07-05]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9331']
['GZQS1601FG06085'],['天河科技园东部孵化器01、02-03栋物业委托管理招标公开招标公告'],['[2016-07-05]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9329']
['GZQS1601HC05051'],['惠州市住房保障电子档案管理系统采购项目公开招标公告'],['[2016-07-04]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9327']
['GZQS1601HD06086S'],['扩容建设佛山市三水区公共自行车服务系统采购项目单一来源采购公示'],['[2016-07-04]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9326']
['GZQS1601FG06074'],['广州市“十三五”土地整治规划项目公开招标公告'],['[2016-07-04]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9325']
['GZQS1601HG05056F'],['购买食品药品快速检测车、改装费用及车内仪器设备采购公告'],['[2016-07-04]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9321']
['GZQS1601HG06040Q'],['连山壮族瑶族自治县农村信用合作联社员工秋冬及春夏装工作服订制采购项目招标公告'],['[2016-07-01]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9320']
['GZQS1601HG06030'],['广东省清远监狱视频监控报警系统建设项目公开招标公告'],['[2016-07-01]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9319']
['GZQS1601HX04010J'],['揭阳市质计所医用多参数监护仪检定装置和空压机采购项目询价采购'],['[2016-07-01]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9317']
['GZQS1601HG05047'],['广州市公安局800兆对讲机电池和肩咪采购项目公开招标公告'],['[2016-07-01]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9316']
['GZQS1601HG06065Z'],['肇庆市高要区南岸山口小学多媒体课室平台、教师电脑、校园网络等设备采购项目招标公告'],['[2016-06-30]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9314']
['GZQS1601HG06062M'],['广东中烟工业有限责任公司梅州卷烟厂购置一辆中巴车项目公开招标公告'],['[2016-06-30]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9311']
['GZQS1601HG04036'],['广州市增城区石滩镇消防车采购项目公开招标公告'],['[2016-06-30]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9308']
['GZQS1601HC06068'],['广州大学附属中学国防生装备物资采购竞争性磋商采购'],['[2016-06-30]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9307']
['NHZJ20160171G0133'],['南海区土地利用总体规划（2010-2020年）调整完善项目公开招标公告'],['[2016-06-30]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9306']
['GZQS1601HG06048M'],['梅州市梅县区宪梓中学录播系统采购项目（项目编号：GZQS1601HG06048M）公开招标公告'],['[2016-06-30]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9305']
['GZQS1601FG06041SH'],['广东省北江监狱罪犯被服供货服务采购项目公开招标公告'],['[2016-06-30]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9304']
['GZQS1601HG06015J'],['揭阳市揭东区环境卫生管理局环卫车辆采购项目公开招标公告'],['[2016-06-29]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9303']
['GZQS1601HX06012J'],['揭西县农业局红火蚁防控药物采购项目询价采购公告'],['[2016-06-29]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9301']
[''],['韶关市公安局自助办证一体机采购项目单一来源采购前公示'],['[2016-06-28]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9296']
['GZQS1601FD06010J'],['惠来县文化广电新闻出版局农村电影公益放映商业影片1979场单一来源采购公告'],['[2016-06-28]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9292']
['GZQS1601HX06011J'],['惠来县基层公共服务平台软件开发拓展建设采购项目询价采购公告'],['[2016-06-28]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9291']
['GZQS1601HG03042'],['广州市公安局防控稽查训练设备采购（重招）公开招标公告'],['[2016-06-28]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9290']
['GZQS1601HG05003Z'],['德庆县教育局乡村学校少年宫钢琴等设备采购招标公告'],['[2016-06-28]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9289']
['GZQS1601FG05023'],['广州市城市管理委员会广州市地下城镇燃气管线安全隐患普查项目公开招标公告'],['[2016-06-28]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9287']
['GZQS1601HT06052Z'],['肇庆市高要区人力资源管理协会2016年专业技术人员继续教育公需科目培训教材采购采购公告'],['[2016-06-28]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9285']
['GZQS1601HG06037'],['广州市轻工高级技工学校城市轨道交通运输与管理省重点专业建设项目公开招标公告'],['[2016-06-28]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9284']
['GZQS1601FG05059S'],['佛山市三水区城市管理委员会办公室职工心理辅导及团队共融服务项目（重招） 招标公告'],['[2016-06-27]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9281']
['GZQS1601HG06053Z'],['肇庆市高要区第二中学办公设备及耗材采购项目 招标公告'],['[2016-06-24]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9280']
['GZQS1601HG06050Z'],['肇庆市高要区教育局智慧学习课室设备采购 招标公告'],['[2016-06-24]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9279']
['GZQS1601HG06054Z'],['封开县环境保护局西江粤桂联合环境监控预警及应急指挥系统 （一期）采购项目招标公告'],['[2016-06-24]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9278']
['GZQS1601FG05048'],['东北货车外绕线增城货运站周边交通系统及产业布局优化研究项目公开招标公告'],['[2016-06-24]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9277']
['GZQS1601FG04046'],['轨道交通二十三号线增城境内段控制性规划项目公开招标公告'],['[2016-06-24]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9276']
['GZQS1601FG04009'],['增城境内近期建设轨道交通线路（十三、二十一号线）交通衔接规划项目公开招标公告'],['[2016-06-24]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9275']
['GZQS1601HG05057'],['番禺区看守所在押人员衣服被装项目公开招标公告'],['[2016-06-24]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9273']
['GZQS1601HT06035S'],['2016-2018年佛山市三水区南山镇小学生早点供应资格采购项目谈判公告'],['[2016-06-24]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9272']
['GZQS1601HT06028S'],['佛山市三水区农林渔业局2016年消毒药物采购项目谈判公告'],['[2016-06-23]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9267']
['GZQS1601HG06042S'],['佛山市三水区南山镇党群综合服务中心设备设施（空调）采购项目招标公告'],['[2016-06-23]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9265']
['GZQS1601HC06023'],['市教育局广州市电子信息学校影视技术与专业音响实训室设备购置竞争性磋商采购公告'],['[2016-06-23]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9264']
['GZQS1601FG04037'],['佛山市大面积停电应急功能演练项目、东莞市大面积停电应急功能演练项目公开招标公告'],['[2016-06-22]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9261']
['GZQS1601HG06002'],['广州市轻工高级技工学校北校区学生宿舍洗手间不锈钢门购置项目公开招标公告'],['[2016-06-22]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9260']
['GZQS1601GG05031'],['广东省四会监狱罗塘点监管区低压配电线路改造工程采购公告'],['[2016-06-22]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9259']
['GZQS1601HG05032S'],['佛山市三水区环境保护局空气自动站建设项目招标公告'],['[2016-06-22]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9258']
['GZQS1601FC05042'],['广东省商务厅优化整合广东省“走出去”公共服务信息平台项目竞争性磋商采购'],['[2016-06-21]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9253']
['GZQS1601HT06035S'],['2016-2018年佛山市三水区南山镇小学生早点供应资格采购项目谈判公告'],['[2016-06-21]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9252']
['GZQS1601HT06049Z'],['肇庆新区管理委员会党政综合办公室办公设备采购采购公告'],['[2016-06-20]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9250']
['GZQS1601HG06045Z'],['肇庆市高要区南岸山口小学图书采购招标公告'],['[2016-06-20]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9249']
['GZQS1601HG06044Z'],['肇庆市高要区南岸山口小学常规教学等设备采购招标公告'],['[2016-06-20]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9248']
['GZQS1601HG06003J'],['普宁市第二中学教学配套设备采购项目公开招标公告'],['[2016-06-20]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9245']
['GZQS1601HX06008J'],['揭西县基层公共服务平台镇（街）信息系统建设配套采购项目询价采购公告'],['[2016-06-20]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9244']
['GZQS1601HX06009J'],['揭西县河婆街道河婆小学校园监控设备采购项目询价采购'],['[2016-06-20]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9242']
['GZQS1601HG06026Z'],['德庆县孔子中学创建现代化学校项目采购招标公告'],['[2016-06-20]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9239']
['GZQS1601HG05055F'],['食品药品快速检测车采购公告'],['[2016-06-20]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9237']
['GZQS1601HG05001Z'],['广东省济广企业总公司F栋消防安装工程（二次)招标公告'],['[2016-06-17]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9236']
['GZQS1601HT06033Z'],['肇庆市体育局综合训练馆空调、风扇采购项目采购公告'],['[2016-06-17]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9234']
['GZQS1601HT06006J'],['揭阳市大南山华侨管理区住房和城乡规划建设局侨圆中路、侨圆东路路灯改造检修及葵和路、华安路路灯新建工程采购项目竞争性谈判采购'],['[2016-06-16]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9232']
['GZQS1601HT06013Z'],['肇庆市农业学校家畜解剖生理一体化实训室数字化课程学习系统用设备及改造花卉温室大棚用设备采购公告'],['[2016-06-16]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9230']
['GZQS1601FG06024S'],['佛山市三水区2016年创文广告策划制作服务供应商资格采购项目招标公告'],['[2016-06-16]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9227']
['GZQS1601GG03008J'],['揭阳海关缉私分局海关一楼缉私分局办案场改造装饰及安装采购项目公开招标'],['[2016-06-15]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9226']
['GZQS1601FG06015SH'],['韶关市环保执法监管一体化系统采购项目公开招标公告'],['[2016-06-15]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9225']
['GZQS1601HG06022Z'],['广东省德庆县香山中学图书采购公开招标公告'],['[2016-06-15]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9224']
['GZQS1601HG06004J'],['普宁市南径镇卫生院医疗设备采购项目公开招标'],['[2016-06-15]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9223']
['ZQS1601HG05011J'],['普宁市城镇环境卫生管理局分类果皮箱、垃圾桶设备采购项目（重招）招标公告'],['[2016-06-15]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9221']
['GZQS1601HG06017'],['广东省滨江实业有限公司衣车采购项目公开招标公告'],['[2016-06-15]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9214']
['GZQS1601FG06020Z'],['肇庆高新区市政雨水管网首期疏通政府采购项目（设计及施工图预算编制）招标公告'],['[2016-06-15]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9212']
['GZQS1601FG05045S'],['广东省法制教育所食堂劳务承包项目重招谈判公告'],['[2016-06-15]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9210']
['GZQS1601HT06021Z'],['肇庆市高要区第二小学多媒体课室平台设备采购项目谈判公告'],['[2016-06-14]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9208']
['GZQS1601HG05060SH'],['广东省北江监狱视频监控报警系统建设项目公开招标公告'],['[2016-06-14]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9207']
['GZQS1601HX06002J'],['揭西县特殊教育学校教学设备采购项目询价采购公告'],['[2016-06-13]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9201']
['GZQS1601HG05064'],['广州市绿化公司液压汽车起重机采购项目公开招标公告'],['[2016-06-13]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9199']
['GZQS1601FG04028'],['2016年市本级福利彩票公益金资助老年电视专题栏目制作播出经费项目重招公开招标'],['[2016-06-13]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9198']
['GZQS1601HG04035Q'],['清远市清新区石潭水西芦笋种植专业合作社省级现代农业“五位一体”示范基地项目招标公告'],['[2016-06-13]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9197']
['GZQS1601FG05013Z'],['肇庆市社保业务管理系统改造项目招标公告'],['[2016-06-13]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9196']
['GZQS1601FG05012Z'],['肇庆市社保信息系统维护项目招标公告'],['[2016-06-13]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9195']
['GZQS1601HG05014Z'],['肇庆市高要区第二中学初中宿舍建设刷卡式热水系统采购招标公告'],['[2016-06-12]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9193']
['GZQS1601FD06001'],['广州市社会保险基金管理中心2016年城乡居民养老社保费批量划扣、他行社保待遇支付服务项目单一来源采购公告'],['[2016-06-12]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9190']
['GZQS1601HC06014'],['广州市黄埔区榕村劳务市场治安监控系统工程项目竞争性磋商采购公告'],['[2016-06-12]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9189']
['GZQS1601HX06058M'],['中国人民武装警察部队梅州市支队强军目标标语项目询价公告'],['[2016-06-16]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=10033']
['GZQS1601HG03046'],['广州市公安局海珠区分局验尿杯项目（重招）公开招标'],['[2016-06-08]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9175']
['GZQS1601FG05028'],['广东省城市基础设施建设“十三五”规划编制公开招标公告'],['[2016-06-08]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9174']
['GZQS1601HG05032J'],['普宁市麒麟镇卫生院医疗设备采购项目'],['[2016-06-07]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9169']
['GZQS1601HG05031J'],['普宁市梅塘镇卫生院医疗设备采购项目公开招标'],['[2016-06-07]'],['http://www.gzqunsheng.com//info2-detail.php?InfoId=9168']
